"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2016","Netherlands","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Netherlands","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Austria","Total","Males","Less than 18 years","Asylum applicant","Person","11,015"
"2016","Austria","Total","Males","From 18 to 34 years","Asylum applicant","Person","14,075"
"2016","Austria","Total","Males","From 35 to 64 years","Asylum applicant","Person","3,150"
"2016","Austria","Total","Males","65 years or over","Asylum applicant","Person","85"
"2016","Austria","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Austria","Total","Females","Less than 18 years","Asylum applicant","Person","6,855"
"2016","Austria","Total","Females","From 18 to 34 years","Asylum applicant","Person","4,745"
"2016","Austria","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,265"
"2016","Austria","Total","Females","65 years or over","Asylum applicant","Person","90"
"2016","Austria","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Austria","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Austria","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Austria","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Austria","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Austria","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Poland","Total","Males","Less than 18 years","Asylum applicant","Person","3,120"
"2016","Poland","Total","Males","From 18 to 34 years","Asylum applicant","Person","2,020"
"2016","Poland","Total","Males","From 35 to 64 years","Asylum applicant","Person","1,205"
"2016","Poland","Total","Males","65 years or over","Asylum applicant","Person","20"
"2016","Poland","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Poland","Total","Females","Less than 18 years","Asylum applicant","Person","2,805"
"2016","Poland","Total","Females","From 18 to 34 years","Asylum applicant","Person","1,900"
"2016","Poland","Total","Females","From 35 to 64 years","Asylum applicant","Person","1,180"
"2016","Poland","Total","Females","65 years or over","Asylum applicant","Person","55"
"2016","Poland","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Poland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Poland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Poland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Poland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Poland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Portugal","Total","Males","Less than 18 years","Asylum applicant","Person","200"
"2016","Portugal","Total","Males","From 18 to 34 years","Asylum applicant","Person","570"
"2016","Portugal","Total","Males","From 35 to 64 years","Asylum applicant","Person","205"
"2016","Portugal","Total","Males","65 years or over","Asylum applicant","Person","5"
"2016","Portugal","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Portugal","Total","Females","Less than 18 years","Asylum applicant","Person","155"
"2016","Portugal","Total","Females","From 18 to 34 years","Asylum applicant","Person","230"
"2016","Portugal","Total","Females","From 35 to 64 years","Asylum applicant","Person","85"
"2016","Portugal","Total","Females","65 years or over","Asylum applicant","Person","5"
"2016","Portugal","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Portugal","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Portugal","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Portugal","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Portugal","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Portugal","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Romania","Total","Males","Less than 18 years","Asylum applicant","Person","310"
"2016","Romania","Total","Males","From 18 to 34 years","Asylum applicant","Person","705"
"2016","Romania","Total","Males","From 35 to 64 years","Asylum applicant","Person","210"
"2016","Romania","Total","Males","65 years or over","Asylum applicant","Person","5"
"2016","Romania","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Romania","Total","Females","Less than 18 years","Asylum applicant","Person","220"
"2016","Romania","Total","Females","From 18 to 34 years","Asylum applicant","Person","305"
"2016","Romania","Total","Females","From 35 to 64 years","Asylum applicant","Person","125"
"2016","Romania","Total","Females","65 years or over","Asylum applicant","Person","5"
"2016","Romania","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Romania","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Romania","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Romania","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Romania","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Romania","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Slovenia","Total","Males","Less than 18 years","Asylum applicant","Person","340"
"2016","Slovenia","Total","Males","From 18 to 34 years","Asylum applicant","Person","605"
"2016","Slovenia","Total","Males","From 35 to 64 years","Asylum applicant","Person","135"
"2016","Slovenia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2016","Slovenia","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Slovenia","Total","Females","Less than 18 years","Asylum applicant","Person","85"
"2016","Slovenia","Total","Females","From 18 to 34 years","Asylum applicant","Person","90"
"2016","Slovenia","Total","Females","From 35 to 64 years","Asylum applicant","Person","45"
"2016","Slovenia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2016","Slovenia","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Slovenia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Slovenia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Slovenia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Slovenia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Slovenia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Slovakia","Total","Males","Less than 18 years","Asylum applicant","Person","15"
"2016","Slovakia","Total","Males","From 18 to 34 years","Asylum applicant","Person","60"
"2016","Slovakia","Total","Males","From 35 to 64 years","Asylum applicant","Person","25"
"2016","Slovakia","Total","Males","65 years or over","Asylum applicant","Person","0"
"2016","Slovakia","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Slovakia","Total","Females","Less than 18 years","Asylum applicant","Person","20"
"2016","Slovakia","Total","Females","From 18 to 34 years","Asylum applicant","Person","15"
"2016","Slovakia","Total","Females","From 35 to 64 years","Asylum applicant","Person","5"
"2016","Slovakia","Total","Females","65 years or over","Asylum applicant","Person","0"
"2016","Slovakia","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Slovakia","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Slovakia","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Slovakia","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Slovakia","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Slovakia","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Finland","Total","Males","Less than 18 years","Asylum applicant","Person","965"
"2016","Finland","Total","Males","From 18 to 34 years","Asylum applicant","Person","2,025"
"2016","Finland","Total","Males","From 35 to 64 years","Asylum applicant","Person","655"
"2016","Finland","Total","Males","65 years or over","Asylum applicant","Person","15"
"2016","Finland","Total","Males","Unknown","Asylum applicant","Person","10"
"2016","Finland","Total","Females","Less than 18 years","Asylum applicant","Person","785"
"2016","Finland","Total","Females","From 18 to 34 years","Asylum applicant","Person","765"
"2016","Finland","Total","Females","From 35 to 64 years","Asylum applicant","Person","365"
"2016","Finland","Total","Females","65 years or over","Asylum applicant","Person","20"
"2016","Finland","Total","Females","Unknown","Asylum applicant","Person","10"
"2016","Finland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Finland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Finland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Finland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Finland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Sweden","Total","Males","Less than 18 years","Asylum applicant","Person","6,300"
"2016","Sweden","Total","Males","From 18 to 34 years","Asylum applicant","Person","7,140"
"2016","Sweden","Total","Males","From 35 to 64 years","Asylum applicant","Person","3,650"
"2016","Sweden","Total","Males","65 years or over","Asylum applicant","Person","235"
"2016","Sweden","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Sweden","Total","Females","Less than 18 years","Asylum applicant","Person","4,595"
"2016","Sweden","Total","Females","From 18 to 34 years","Asylum applicant","Person","3,950"
"2016","Sweden","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,625"
"2016","Sweden","Total","Females","65 years or over","Asylum applicant","Person","360"
"2016","Sweden","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Sweden","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Sweden","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Sweden","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Sweden","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Sweden","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","UK","Total","Males","Less than 18 years","Asylum applicant","Person","6,250"
"2016","UK","Total","Males","From 18 to 34 years","Asylum applicant","Person","14,530"
"2016","UK","Total","Males","From 35 to 64 years","Asylum applicant","Person","5,490"
"2016","UK","Total","Males","65 years or over","Asylum applicant","Person","185"
"2016","UK","Total","Males","Unknown","Asylum applicant","Person","960"
"2016","UK","Total","Females","Less than 18 years","Asylum applicant","Person","3,260"
"2016","UK","Total","Females","From 18 to 34 years","Asylum applicant","Person","5,350"
"2016","UK","Total","Females","From 35 to 64 years","Asylum applicant","Person","2,955"
"2016","UK","Total","Females","65 years or over","Asylum applicant","Person","220"
"2016","UK","Total","Females","Unknown","Asylum applicant","Person","630"
"2016","UK","Total","Unknown","Less than 18 years","Asylum applicant","Person","10"
"2016","UK","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","UK","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","UK","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","UK","Total","Unknown","Unknown","Asylum applicant","Person","20"
"2016","Iceland","Total","Males","Less than 18 years","Asylum applicant","Person","160"
"2016","Iceland","Total","Males","From 18 to 34 years","Asylum applicant","Person","455"
"2016","Iceland","Total","Males","From 35 to 64 years","Asylum applicant","Person","190"
"2016","Iceland","Total","Males","65 years or over","Asylum applicant","Person","5"
"2016","Iceland","Total","Males","Unknown","Asylum applicant","Person","0"
"2016","Iceland","Total","Females","Less than 18 years","Asylum applicant","Person","115"
"2016","Iceland","Total","Females","From 18 to 34 years","Asylum applicant","Person","125"
"2016","Iceland","Total","Females","From 35 to 64 years","Asylum applicant","Person","70"
"2016","Iceland","Total","Females","65 years or over","Asylum applicant","Person","0"
"2016","Iceland","Total","Females","Unknown","Asylum applicant","Person","0"
"2016","Iceland","Total","Unknown","Less than 18 years","Asylum applicant","Person","0"
"2016","Iceland","Total","Unknown","From 18 to 34 years","Asylum applicant","Person","0"
"2016","Iceland","Total","Unknown","From 35 to 64 years","Asylum applicant","Person","0"
"2016","Iceland","Total","Unknown","65 years or over","Asylum applicant","Person","0"
"2016","Iceland","Total","Unknown","Unknown","Asylum applicant","Person","0"
"2016","Liechtenstein","Total","Males","Less than 18 years","Asylum applicant","Person","5"
